Time,Guild,User,Command,Args
2021-01-20T04:24:50.491940,801170004179157033,353233838094155778,search,bill
2021-01-20T04:24:54.394965,801170004179157033,353233838094155778,search result,Bill Clinton
2021-01-20T04:25:16.469887,801170004179157033,353233838094155778,search,bill
2021-01-20T04:25:24.726887,801170004179157033,353233838094155778,search result,Bill Belichick
2021-01-20T04:25:30.046789,801170004179157033,353233838094155778,search,kevin
2021-01-20T04:25:33.105699,801170004179157033,353233838094155778,search result,Kevin Mitnick
2021-01-20T04:26:33.059295,801170004179157033,353233838094155778,search,bob
2021-01-20T04:26:36.145299,801170004179157033,353233838094155778,search result,Bob Marley
